read_core_id	read_align_strand	rna_strand	read_length	primer_type	genome_align_start	genome_align_end	primer_score	polyA_type	f_primer_type	f_primer_start	f_align_end	r_primer_type	r_primer_start	r_align_start
698806b2-50cd-4ba4-bcff-319bade8b9f3,chr3,6556200,6557134	+	-	1080	R-F	119	1040	1	T	R	1	49	F	1	1037
6de152ba-ba79-46c3-8cb3-528ce8369e38,chr3,6556200,6557934	+	-	1463	R-F	104	1419	1	T	R	1	44	F	1	1422
7874dba4-c8a6-4e0b-b64b-e5f2dea80b83,chr3,6556200,6556723	+	-	577	R-F	119	535	1	T	R	1	50	F	1	535
7a3fc332-74b9-4329-8323-bdcee05437ed,chr3,6556200,6557884	+	-	1414	R-F	91	1368	1	T	R	1	49	F	1	1370
83230f06-228b-4b3a-be39-404f0153670f,chr3,6556200,6557938	+	-	1354	R-F	95	1311	1	T	R	1	48	F	1	1313
88664634-45ef-47e3-9365-71da5dffb182,chr3,6556200,6556544	+	-	487	R-F	104	445	1	T	R	1	45	F	1	444
89de88bd-6f34-4499-ab59-f64cb7b720c4,chr3,6556200,6556890	+	-	755	R-UF	123	712	2	T	R	1	51	UF	2	714
8c2c29aa-5f6d-451f-a664-ec92c45e0f4d,chr3,6556200,6557939	+	-	1499	R-F	124	1456	1	T	R	1	49	F	1	1457
9e1b9c5f-03c8-45d0-84b7-ca36704ae2cb,chr3,6556200,6557939	+	-	1476	R-F	103	1438	1	T	R	1	48	F	1	1439
9f817c46-776b-4a62-87e1-117bee33babb,chr3,6556200,6556723	+	-	560	R-UF	108	519	2	T	R	1	51	UF	3	522
d36511bb-1829-4797-9441-80c5d9af5c44,chr3,6556200,6556723	+	-	574	R-F	116	531	1	T	R	1	50	F	1	531
ddec8856-96c7-4f59-b5c1-d1565cdc31ba,chr3,6556200,6556451	+	-	338	R-N	87	334	2	T	R	2	49	N	-1	313
ebf6511c-d777-46b3-9bf0-f9294084ca48,chr3,6556200,6557884	+	-	1852	R-F	119	1807	1	T	R	1	49	F	1	1809
f7f868ba-3dbb-485a-b390-8fff806b7f9e,chr3,6556200,6557938	+	-	1450	R-F	83	1409	1	T	R	2	49	F	1	1411
fb16f384-eb20-4f2f-910b-029f5ac151ee,chr3,6556200,6557938	+	-	1474	R-F	101	1428	1	T	R	2	47	F	1	1431
04a05249-0e82-4d93-9c9b-a5e12023b778,chr3,6556200,6557938	-	-	1874	F-R	59	1791	1	A	F	1	57	R	1	1841
0727994b-3dae-4674-8612-38da01847cd8,chr3,6556200,6557934	-	-	1463	F-R	61	1377	1	A	F	1	58	R	1	1427
22b90222-1da3-4e01-b17d-847615ed88d7,chr3,6556200,6556544	-	-	489	F-R	58	396	1	A	F	1	58	R	4	456
24cab230-c3c9-416c-b20e-4a1264b2b8ba,chr3,6556200,6557421	-	-	850	UF-R	74	765	2	A	UF	15	41	R	1	814
26c12dfe-0a13-4316-9edd-e41cb5f1ab96,chr3,6556200,6557938	-	-	1388	F-R	60	1301	1	A	F	1	58	R	1	1350
32f40797-4e88-41d0-84a1-754ba34b38e3,chr3,6556200,6557939	-	-	1482	F-R	66	1393	1	A	F	1	65	R	1	1445
374d7ab5-c11c-4f29-9447-26e70a9aa483,chr3,6556200,6557938	-	-	1463	F-N	61	1380	5	A	F	1	59	N	-1	1359
3f0d3309-9f69-4f4c-9eb2-7dd435c8f9e1,chr3,6556200,6557938	-	-	1471	F-R	57	1396	1	A	F	1	55	R	1	1435
464be880-ec23-40d8-8fda-9adfd6e00724,chr3,6556200,6556890	-	-	1466	UF-R	57	635	2	A	UF	2	55	R	1	686
4f9de281-0aa0-4117-a4f3-e5cdd17d15d1,chr3,6556200,6556541	-	-	476	UF-R	58	392	2	A	UF	11	49	R	1	441
564b68c9-b998-4776-a0c5-4127780dd019,chr3,6556200,6557938	-	-	1484	UF-R	58	1379	2	A	UF	7	52	R	1	1449
5ed3e7c2-32e6-4a69-8234-b0256f41579f,chr3,6556200,6556723	-	-	561	F-R	58	475	1	A	F	1	58	R	1	524
76dca82d-ec3b-4a6f-8130-cd0c2b86216a,chr3,6556200,6557130	-	-	1062	F-N	56	974	5	A	F	1	54	N	-1	953
8650e20b-a13d-4e57-ab78-a84d9eb1ac6f,chr3,6556200,6557939	-	-	1460	F-R	58	1377	1	A	F	1	57	R	7	1436
8b121cdd-f796-4ec0-911e-34d0e8078303,chr3,6556200,6556723	-	-	525	F-N	55	469	5	A	F	1	55	N	-1	448
9ab1690a-0b60-46aa-b775-af1af417e32c,chr3,6556200,6557938	-	-	1464	F-R	61	1380	1	A	F	1	60	R	1	1429
9dd1265b-c849-454f-ac5c-0de2d7c426f7,chr3,6556200,6557938	-	-	1472	F-R	61	1390	1	A	F	1	59	R	1	1436
a0c004b8-7995-41e2-b2c1-fee8390f5a86,chr3,6556200,6557935	-	-	1372	F-R	64	1288	1	A	F	1	60	R	1	1337
a67c998e-fdbb-4896-8ea0-2f91631da61d,chr3,6556200,6556672	-	-	613	F-R	57	527	1	A	F	1	58	R	1	580
ab15c48a-d958-4027-a147-cde39f7300ca,chr3,6556200,6557939	-	-	2524	F-R	1078	2418	1	A	F	1	1077	R	1	2485
c453ad0f-a5b4-406d-8e02-7db5d6169d3a,chr3,6556200,6556672	-	-	608	F-R	56	523	1	A	F	1	57	R	1	572
d6a81319-8153-42ba-b4d2-4dc6604869cb,chr3,6556200,6557939	-	-	1474	F-R	60	1388	1	A	F	1	59	R	1	1438
dfa9489f-3f60-40ef-86be-b269fedc8ae3,chr3,6556200,6556723	-	-	555	F-R	59	473	1	A	F	1	59	R	1	521
f9a3c6d0-44ae-4277-95f9-332235d41730,chr3,6556200,6556884	-	-	713	UF-N	66	630	5	A	UF	4	56	N	-1	609
feaca937-616b-4c69-9dbb-3a0b222edf63,chr3,6556200,6557935	-	-	1363	UF-R	60	1284	2	A	UF	13	46	R	1	1330
0c92411a-6e0e-480e-8730-3a6184e1b3d1,chr3,6556201,6557844	+	-	1333	R-N	121	1257	2	T	R	2	48	N	-1	1236
0daa9340-3a1d-4286-aab7-68f78b735706,chr3,6556201,6557359	+	-	1217	R-F	145	1176	1	T	R	2	49	F	1	1177
11f6dd34-a4ed-4824-8704-c5f20b5e09b9,chr3,6556201,6557935	+	-	1445	R-UF	89	1402	2	T	R	1	50	UF	5	1411
175594f6-b30a-4a46-9d25-c6c7d3f715f2,chr3,6556201,6557938	+	-	1464	R-F	97	1421	1	T	R	1	53	F	1	1423
27bbc835-3d65-413f-a9e4-e9c91c447d48,chr3,6556201,6557883	+	-	1320	R-F	114	1280	1	T	R	1	56	F	1	1281
2faca9a8-77fc-497f-a8db-83a5d7252e6c,chr3,6556201,6557885	+	-	1342	N-F	106	1297	5	T	N	-1	127	F	1	1299
3178457b-c5c1-4e41-9fd0-e61420bcf550,chr3,6556201,6557938	+	-	1392	R-F	115	1346	1	T	R	2	46	F	1	1347
4aeda9b6-9d65-4e86-b3f9-c7e6cea974c4,chr3,6556201,6557183	+	-	1097	R-F	113	1056	1	T	R	1	48	F	1	1057
57b9621c-5e5e-4e40-8ed7-b099e46c9f5e,chr3,6556201,6557938	+	-	1379	R-F	112	1330	1	T	R	6	45	F	1	1335
59b49b6f-1e3d-463e-b2f3-24c2df025bc8,chr3,6556201,6557557	+	-	1068	R-F	84	1026	1	T	R	1	50	F	1	1027
63f07059-7501-4aa5-a7cc-78a58cd39081,chr3,6556201,6557938	+	-	1438	R-F	70	1393	1	T	R	1	48	F	1	1394
659620f6-70e1-4b16-b6ed-686db70bb694,chr3,6556201,6556508	+	-	466	R-F	116	421	1	T	R	1	50	F	1	421
65c2267d-1b70-4634-9895-18b3450e122d,chr3,6556201,6557938	+	-	1396	R-F	123	1350	1	T	R	1	50	F	1	1352
7281c806-cfaf-4588-b3c0-37d8fa247b56,chr3,6556201,6557934	+	-	1510	R-F	102	1460	1	T	R	1	49	F	1	1467
7947df2f-ad5a-4551-a34c-a7cf027b4b3e,chr3,6556201,6557840	+	-	2026	R-F	854	1986	1	T	R	1	795	F	1	1987
7c337b93-8611-4fcf-a29d-e1d9b124b23b,chr3,6556201,6557938	+	-	1443	R-F	75	1400	1	T	R	3	48	F	1	1401
7d200a3c-a395-4764-9783-421db47eddb7,chr3,6556201,6557938	+	-	1469	R-F	94	1426	1	T	R	1	44	F	1	1428
80b878d0-89ab-4b98-a406-437f814a4777,chr3,6556201,6557883	+	-	1345	R-F	130	1300	1	T	R	1	50	F	1	1301
899de95f-3b58-458f-af26-2dd7d07aae19,chr3,6556201,6556923	+	-	883	R-F	134	848	1	T	R	1	48	F	1	849
8c4f0ec9-8e3a-4cfe-b4e1-6df6227cde8d,chr3,6556201,6557359	+	-	1222	R-F	116	1177	1	T	R	7	40	F	1	1178
98f7f551-b398-485c-881d-b326b76f94c5,chr3,6556201,6557887	+	-	1740	R-F	107	1694	1	T	R	1	49	F	1	1696
9918463b-4e06-448c-9c73-fe5a377dacd4,chr3,6556201,6557627	+	-	1076	R-F	110	1027	1	T	R	1	47	F	1	1028
a8698a9f-a1a8-4590-9e6a-50b555363a92,chr3,6556201,6557627	+	-	1060	R-F	109	1018	1	T	R	1	48	F	1	1019
a995f6b3-063c-4f4c-a1ef-9e36f4c3c2de,chr3,6556201,6557183	+	-	2272	R-F	1254	2227	1	T	R	1	1197	F	1	2228
aa8fb2d2-0aec-49bf-9c6f-9d6ef58087ae,chr3,6556201,6557885	+	-	1346	R-F	121	1306	1	T	R	1	49	F	1	1308
c2e4ca30-691c-4136-a232-3ed7f10a39bb,chr3,6556201,6557916	+	-	1854	R-F	114	1834	1	T	R	4	47	F	1	1835
dd42c4ab-70b4-4617-81e8-2de6b9353b0a,chr3,6556201,6557883	+	-	1280	N-UF	83	1238	5	T	N	-1	104	UF	9	1248
e99575b2-8a23-459f-a010-0d8aaf8aeb1f,chr3,6556201,6557938	+	-	1854	R-F	105	1813	1	T	R	2	55	F	1	1815
f4fd6c73-96dd-470e-a636-b4934603e5c1,chr3,6556201,6557071	+	-	915	R-UF	105	869	2	T	R	2	48	UF	7	877
02f02472-c475-468f-8d38-36a1acabf28c,chr3,6556201,6557886	-	-	1413	F-R	60	1335	1	A	F	1	58	R	1	1380
06e0f579-6026-4837-a16c-b7f29b36d24b,chr3,6556201,6557938	-	-	1471	F-R	60	1382	1	A	F	1	58	R	1	1435
0c40b826-1782-4102-83ab-8c098da50f74,chr3,6556201,6556923	-	-	852	F-R	56	769	1	A	F	1	55	R	1	819
12778ca3-51a8-4543-b37d-be9bfba9f84b,chr3,6556201,6556923	-	-	863	F-R	59	775	1	A	F	1	58	R	1	827
188fb7c9-4c44-4a15-a754-ac25af0b8077,chr3,6556201,6557938	-	-	1476	F-R	59	1391	1	A	F	1	58	R	1	1440
1be45ddd-c0ec-47fa-87ae-51658ff6b5fc,chr3,6556201,6557928	-	-	1458	F-R	67	1366	1	A	F	1	57	R	1	1420
1dc1973c-0686-49a2-8b7f-fb44c031430c,chr3,6556201,6557938	-	-	1455	F-R	61	1372	1	A	F	1	59	R	1	1420
22c4025d-2923-4c3b-9b62-63beeb0666d1,chr3,6556201,6557918	-	-	1344	N-R	79	1263	2	A	N	-1	100	R	3	1310
24b9212d-db0d-49e8-9af3-e0e3f4e8f52d,chr3,6556201,6557884	-	-	1317	F-R	62	1237	1	A	F	1	61	R	1	1279
3b3475ed-0d60-4bc3-a956-933386002425,chr3,6556201,6557938	-	-	1466	F-R	60	1384	1	A	F	1	58	R	1	1432
4db21774-d0a2-494a-8802-0b3add09cc34,chr3,6556201,6556923	-	-	855	F-R	58	774	1	A	F	1	58	R	1	818
50c85284-a37c-4131-aa00-8cb58c0375db,chr3,6556201,6557938	-	-	1375	F-R	62	1290	1	A	F	1	61	R	1	1340
6266fe2d-8126-4e1a-b183-0af6a3127a9b,chr3,6556201,6557938	-	-	1462	F-R	54	1379	1	A	F	1	52	R	1	1426
8cbfd328-ba8f-49ef-b4db-78f79417b2a4,chr3,6556201,6557938	-	-	1459	UF-R	61	1375	2	A	UF	6	53	R	1	1422
94af404f-49c6-4b71-a56f-0bb6375a934f,chr3,6556201,6557883	-	-	1430	N-R	60	1342	2	A	N	-1	81	R	1	1397
9569cfe6-7d7b-4355-b7ca-b5a4144d8acf,chr3,6556201,6556923	-	-	858	F-R	57	777	1	A	F	1	57	R	1	821
9d464277-d872-4108-885f-14546a08cdf6,chr3,6556201,6557884	-	-	1747	F-R	59	1675	1	A	F	1	57	R	3	1714
cddf1a2f-7ce5-43ed-813b-7dff87eed9a5,chr3,6556201,6557939	-	-	2097	F-R	793	2014	1	A	F	1	791	R	1	2063
d0c9c06e-13b1-4557-92f7-48dd7dcaf0a5,chr3,6556201,6557884	-	-	1329	F-R	60	1244	1	A	F	1	59	R	1	1296
d4f993c0-6686-439a-8ea5-48e7e9ac8de5,chr3,6556201,6557937	-	-	1841	UF-R	59	1761	2	A	UF	6	53	R	5	1813
d87c8664-4c3f-4cfe-97c5-36d289b38a45,chr3,6556201,6557938	-	-	1363	F-R	61	1278	1	A	F	1	59	R	1	1329
e4592e9e-a0a6-474b-81a3-fe6b9399d986,chr3,6556201,6557933	-	-	1872	F-R	69	1784	1	A	F	1	59	R	1	1834
e4e65985-3571-40d5-9596-23cf6ba11767,chr3,6556201,6557627	-	-	1048	F-R	59	965	1	A	F	1	58	R	1	1013
ed661497-768b-4d52-8360-b46198929397,chr3,6556201,6557939	-	-	1361	F-R	60	1272	1	A	F	1	58	R	1	1325
f1ee1de2-4959-4390-b238-193a63914c8e,chr3,6556201,6557938	-	-	1361	F-R	59	1270	1	A	F	1	57	R	1	1326
f477f689-1c16-4052-a375-f5343896fa49,chr3,6556201,6557886	-	-	1410	F-R	57	1329	1	A	F	1	55	R	1	1376
fb8b8035-061d-4503-9aed-26876b630c6f,chr3,6556201,6557076	-	-	907	F-R	59	818	1	A	F	1	58	R	1	871
fbfcc34d-f8ce-4ab0-8ce0-029552b1470d,chr3,6556201,6557938	-	-	1470	F-R	60	1384	1	A	F	1	58	R	1	1437
ffab6c78-142d-42a5-b724-6d0b73d112fd,chr3,6556201,6556923	-	-	859	F-R	61	775	1	A	F	1	60	R	1	826
082ceb73-0a78-4162-8655-dbf5841028d0,chr3,6556202,6557179	+	-	1021	R-F	114	979	1	T	R	1	50	F	1	980
11334336-2f1e-4dab-a6cb-f56d359395ad,chr3,6556202,6557884	+	-	2862	R-F	1148	2816	1	T	R	2	1093	F	1	2818
45ea5138-7b6a-4b29-817e-e632855eadba,chr3,6556202,6557938	+	-	1471	R-F	113	1426	1	T	R	1	47	F	1	1430
52904d42-ea88-4881-96b5-b0b3946e2dea,chr3,6556202,6556465	+	-	386	R-F	86	339	1	T	R	1	48	F	1	340
5b9c3323-4ba0-484c-9b9c-a5c39741e2dd,chr3,6556202,6557938	+	-	902	R-F	100	855	1	T	R	1	44	F	1	857
61a134ff-702e-4b70-b14c-22287e8b1587,chr3,6556202,6557767	+	-	1158	R-F	78	1113	1	T	R	2	43	F	1	1117
6e97b21f-8d27-4c0d-9ad4-5e6db96686df,chr3,6556202,6557359	+	-	1185	R-F	93	1139	1	T	R	1	46	F	1	1139
738e54b1-26ba-4993-ac4a-7f18ca43d65f,chr3,6556202,6557607	+	-	1447	R-F	127	1411	1	T	R	1	50	F	1	1407
774f5fa4-cf89-48db-a19c-98864f12e463,chr3,6556202,6557938	+	-	1471	R-UF	101	1425	2	T	R	1	46	UF	8	1434
85de7d24-af0e-495d-bc42-dc0d383718e3,chr3,6556202,6557938	+	-	1473	R-F	106	1428	1	T	R	1	49	F	1	1429
8653683d-9c22-4a41-9f2f-45b67a94e9cf,chr3,6556202,6557936	+	-	1396	R-F	138	1351	1	T	R	2	48	F	1	1353
8d01803b-3546-4108-91ce-e5cfbb5c176c,chr3,6556202,6556469	+	-	429	R-UF	139	394	2	T	R	1	50	UF	6	396
a055f781-03c2-4a72-9980-b99a0329912c,chr3,6556202,6557183	+	+	991	N-N	106	943	5	A	N	-1	127	N	-1	922
adad3cc1-7ef1-4197-bf8b-cc126031bc4e,chr3,6556202,6556355	+	+	282	N-N	132	282	5	A	N	-1	153	N	0	262
adfe2f40-623b-4eac-9b8b-fd79158dc719,chr3,6556202,6557938	+	-	1449	R-F	89	1405	1	T	R	2	48	F	1	1407
b675f2dc-dced-419c-81ce-d11cd7462ace,chr3,6556202,6557359	+	-	1213	R-F	127	1172	1	T	R	1	51	F	1	1172
b75ec457-a1a2-4a6d-9540-86924c6d08f0,chr3,6556202,6556993	+	-	831	R-F	112	786	1	T	R	1	50	F	1	787
bdb51cb7-11ea-44c5-94d7-8acaac42e843,chr3,6556202,6557938	+	-	1450	R-F	97	1406	1	T	R	1	50	F	1	1407
c9451871-b6ff-4cfc-8ab9-202e3d3d2d76,chr3,6556202,6557883	+	-	1487	R-F	158	1442	1	T	R	1	48	F	1	1444
d0282e5b-f26b-424b-aecf-59ce6e84b2bb,chr3,6556202,6556502	+	-	475	R-F	134	430	1	T	R	1	49	F	1	431
d4f8a5ff-3ab6-41a8-a31b-72805ea9d513,chr3,6556202,6556544	+	-	476	R-F	122	457	1	T	R	2	48	F	1	458
d674d1b7-21ef-4a3b-a571-83195b203b26,chr3,6556202,6557938	+	-	1309	R-F	99	1290	1	T	R	3	49	F	1	1291
d7b7fb03-8c71-4b83-b610-18ae30a3a169,chr3,6556202,6556702	+	-	631	R-F	111	610	1	T	R	1	48	F	1	611
f6e3e457-6f6b-4b00-9bf4-36db461de062,chr3,6556202,6557938	+	-	1890	R-UF	146	1843	2	T	R	1	48	UF	9	1852
fda0acf0-7ac1-4e1f-ad7a-bbb5cf9a25e8,chr3,6556202,6557886	+	-	1437	R-F	104	1393	1	T	R	2	49	F	1	1394
0349f831-a472-4863-8034-f0313524b793,chr3,6556202,6556923	-	-	749	F-R	60	663	1	A	F	1	58	R	1	714
06fefbbf-7ab0-4adc-875c-c18a39737d64,chr3,6556202,6557126	-	-	1059	F-R	61	972	1	A	F	1	57	R	1	1023
08179be1-0cd5-469b-9b31-ce4223a98ee8,chr3,6556202,6557940	-	-	1462	F-R	58	1379	1	A	F	1	57	R	1	1425
23bb13b7-3bea-4ed6-90ff-806357386fbc,chr3,6556202,6557927	-	-	1469	F-R	68	1378	1	A	F	1	58	R	1	1433
2bc230ff-e7f9-4232-a79c-9f83a446eec9,chr3,6556202,6557938	-	-	1364	F-R	57	1277	1	A	F	1	56	R	1	1327
2dee0318-c973-4ae0-bd8e-272c9672a6e3,chr3,6556202,6557769	-	-	1236	F-R	58	1122	1	A	F	1	58	R	1	1201
2ebb6e04-b9bf-4d10-9852-5bbc6fcc1d5c,chr3,6556202,6557076	-	-	906	F-R	58	825	1	A	F	1	57	R	1	873
300a705a-6d4d-4fbf-825f-58cda1eea9c0,chr3,6556202,6557938	-	-	1459	N-R	58	1382	2	A	N	-1	79	R	1	1424
3593c9eb-cd26-4b82-8f16-e62813740731,chr3,6556202,6557928	-	-	1466	F-R	71	1379	1	A	F	1	58	R	1	1431
35be1b0b-c5ca-4c52-afdb-a3ce23f63f79,chr3,6556202,6557178	-	-	1008	N-R	55	925	2	A	N	-1	76	R	1	973
39ab09e7-9211-4e70-bb3f-b50183135c95,chr3,6556202,6556795	-	-	618	N-R	56	539	2	A	N	-1	77	R	1	583
3ad55650-7b66-4fdf-841b-224a78babbb5,chr3,6556202,6557933	-	-	1445	UF-R	58	1351	2	A	UF	2	53	R	1	1410
3cbe4543-3a74-4be7-8559-ba46126e55ce,chr3,6556202,6557938	-	-	1477	UF-R	62	1393	2	A	UF	5	54	R	1	1442
447595ee-6614-4b01-b1df-2740633728cc,chr3,6556202,6557183	-	-	1001	F-R	60	918	1	A	F	1	59	R	1	966
4a7ad36d-e255-44f6-9de2-16fcc225f5c3,chr3,6556202,6557179	-	-	1023	UF-R	63	935	2	A	UF	15	44	R	1	990
4a9977d5-3ccd-40e5-8eeb-0282c3044a0c,chr3,6556202,6557883	-	-	1418	F-R	63	1328	1	A	F	1	61	R	1	1385
4c58d636-93b7-4c5b-8c3b-05eb2795979e,chr3,6556202,6557938	-	-	1449	F-R	61	1368	1	A	F	1	60	R	1	1416
4e46dd63-69d0-40e9-bc68-e7121ec939c7,chr3,6556202,6557884	-	-	1314	F-R	59	1230	1	A	F	1	58	R	1	1278
4eae6b03-01b9-4c62-8cc0-fca2286476a0,chr3,6556202,6556993	-	-	828	F-R	61	742	1	A	F	1	60	R	3	795
52a2085d-6f6f-48e0-a93b-0610bd909c48,chr3,6556202,6556918	-	-	847	UF-R	60	763	2	A	UF	7	51	R	1	814
537efc85-8c00-4a86-b8d1-0003a1aed1a8,chr3,6556202,6557088	-	-	1070	F-R	59	939	1	A	F	1	58	R	1	1033
5436c53e-401e-44ce-ad6e-c8aa22cab58c,chr3,6556202,6557935	-	-	1467	F-R	61	1384	1	A	F	1	57	R	1	1432
558ed46f-10f5-4685-89bc-3d49e145266b,chr3,6556202,6557883	-	-	1430	F-R	63	1346	1	A	F	1	59	R	1	1395
56105b4b-5e97-436a-bfd7-da41c15bebd5,chr3,6556202,6557938	-	-	1456	UF-R	58	1375	2	A	UF	2	57	R	2	1421
5a77eeef-db8a-498a-ab90-2ebaaabe969e,chr3,6556202,6557938	-	-	1812	F-N	61	1732	5	A	F	1	59	N	-1	1711
5c3be95b-c456-4e49-8985-72ecf5eafbde,chr3,6556202,6556645	-	-	574	UF-R	65	506	2	A	UF	7	60	R	1	538
5c9f2a0c-a28d-4e85-842a-482fdd1f14de,chr3,6556202,6557938	-	-	1461	F-R	56	1370	1	A	F	1	55	R	1	1425
68530c47-5cbc-41d8-9e1c-14e7ff727031,chr3,6556202,6557938	-	-	1465	F-R	59	1393	1	A	F	1	58	R	1	1428
69c5ca4b-355c-42d1-a06b-1912e576bcd3,chr3,6556202,6557884	-	-	1349	N-R	59	1256	2	A	N	-1	80	R	1	1313
6ba7f684-4706-4b34-a4a8-c20f1cce42dc,chr3,6556202,6556795	-	-	635	F-R	58	546	1	A	F	1	57	R	1	596
6f7aefdf-db95-40df-9848-b8ca3e94aaff,chr3,6556202,6557485	-	-	1423	F-R	58	1340	1	A	F	1	58	R	1	1387
741852ee-592d-4ead-976e-58bdca7dd592,chr3,6556202,6557497	-	-	1008	F-R	60	924	1	A	F	1	59	R	1	972
752efe5a-80d3-4f7a-b934-2cddfeb5d238,chr3,6556202,6557184	-	-	1022	UF-R	60	930	2	A	UF	3	59	R	1	986
75eecebb-9be4-489c-acf1-3a3fd08da7f4,chr3,6556202,6556502	-	-	452	F-R	55	347	1	A	F	1	54	R	1	413
783e17d5-bd58-415d-832b-09f73de6eb72,chr3,6556202,6557935	-	-	1448	UF-N	61	1384	5	A	UF	2	57	N	0	1364
7accf064-532c-4cca-afb8-3e471604ea43,chr3,6556202,6557884	-	-	1325	F-R	56	1241	1	A	F	1	55	R	1	1292
8003bc5c-d430-4896-a55d-7f070fb330f4,chr3,6556202,6557887	-	-	1373	F-N	60	1300	5	A	F	1	59	N	0	1280
807c52f1-f810-4f9d-9fff-6e47ceb6e37b,chr3,6556202,6557833	-	-	1291	F-R	63	1189	1	A	F	1	58	R	1	1255
8c6aaf75-1694-4d60-abca-ba77854f8ce1,chr3,6556202,6557938	-	-	1385	F-N	60	1344	5	A	F	1	59	N	-1	1323
90b0ad8e-3499-4896-861a-6ad3dbb99c9c,chr3,6556202,6557938	-	-	1492	F-R	58	1386	1	A	F	1	57	R	1	1456
99d5bd96-824a-4beb-8f2f-4eef09f5a5f2,chr3,6556202,6557938	-	-	1461	UF-R	53	1373	2	A	UF	6	45	R	1	1427
9f463e96-7ac2-4374-a117-039f78e83e2f,chr3,6556202,6556588	-	-	513	UF-N	53	429	5	A	UF	16	39	N	-1	408
a10b8b91-aa3a-4a86-9747-0daa87a219f7,chr3,6556202,6556795	-	-	631	F-R	58	541	1	A	F	1	57	R	8	599
a30c7d04-689b-47cc-822b-eba23c151448,chr3,6556202,6557938	-	-	1858	F-R	59	1774	1	A	F	1	58	R	1	1823
a370fbd4-9f4f-4eb1-b730-f86f1bcd353f,chr3,6556202,6557764	-	-	1203	UF-R	59	1112	2	A	UF	2	54	R	1	1166
a3a321f2-3f4a-4a6c-904c-f80c6c08b144,chr3,6556202,6556702	-	-	637	UF-R	62	557	2	A	UF	7	57	R	1	599
a81f70fa-4909-40c5-803b-6bed19bd6b85,chr3,6556202,6557884	-	-	1428	F-R	61	1341	1	A	F	1	59	R	1	1392
a84359d0-4c3e-43a7-9cfd-86f02bc94ca6,chr3,6556202,6556758	-	-	643	F-R	59	525	1	A	F	1	58	R	1	607
aa135c17-1f6d-4bd2-bd99-b6b57632c98d,chr3,6556202,6557934	-	-	1485	F-R	67	1389	1	A	F	1	62	R	3	1452
abea0d33-a5cf-4e04-8af9-cbabf6c2786d,chr3,6556202,6557814	-	+	1394	N-N	162	1337	5	T	N	-1	183	N	-1	1316
acea3e4f-e42e-42c1-b3ca-cf13e656bfda,chr3,6556202,6556645	-	-	595	F-R	58	493	1	A	F	1	57	R	1	557
b1947c3c-d9c2-4f28-9b22-61c558e801c6,chr3,6556202,6556795	-	-	612	F-R	56	529	1	A	F	1	55	R	1	578
b4054d5b-e684-40d2-9ffe-134c35d0b659,chr3,6556202,6557886	-	-	1402	F-R	58	1317	1	A	F	1	57	R	1	1368
bb3652b1-67f5-4249-9d37-f5f9d3aada77,chr3,6556202,6557939	-	-	1381	F-R	60	1293	1	A	F	1	58	R	1	1346
bc6a6645-13fc-4334-86a0-89358888ba3a,chr3,6556202,6556962	-	-	816	UF-R	58	702	2	A	UF	2	55	R	1	779
c088c56b-87df-4935-a203-1fdf78519ae1,chr3,6556202,6557884	-	-	1322	F-R	63	1238	1	A	F	1	62	R	1	1287
c37c38e0-795c-46f6-be2c-3fcd7a756088,chr3,6556202,6557042	-	-	882	F-R	58	778	1	A	F	1	57	R	1	846
c64cbef5-9a56-4b65-859d-42187ed9a204,chr3,6556202,6557496	-	-	1028	UF-R	57	939	2	A	UF	2	55	R	1	986
cbc4898f-0468-4e43-bfbe-21918422a062,chr3,6556202,6557938	-	-	1467	F-R	58	1381	1	A	F	1	57	R	1	1430
cc6e8313-f6c6-4e95-b40a-5b9bad6a432d,chr3,6556202,6557182	-	-	1158	F-R	61	1034	1	A	F	1	60	R	3	1122
cd946f20-6f50-43f3-9ee4-54b1a2024469,chr3,6556202,6557937	-	-	1455	UF-N	51	1367	5	A	UF	14	40	N	-1	1346
dc1400dc-3f7a-4b73-9637-4153c4ebb98b,chr3,6556202,6557938	-	-	1485	UF-R	63	1394	2	A	UF	5	54	R	1	1451
e47e6189-5afe-434e-9190-001bf26cfaef,chr3,6556202,6557939	-	+	1295	N-N	55	1247	5	T	N	-1	76	N	0	1227
e89a74cc-0379-44cb-8047-c8d90bbbed9c,chr3,6556202,6556795	-	-	1212	UF-R	55	536	2	A	UF	15	43	R	8	591
e9d1edf5-7543-44ce-b28a-7e2bfb413e75,chr3,6556202,6557938	-	-	1455	F-R	59	1355	1	A	F	1	58	R	1	1417
ece1fa09-c9b5-4e12-a274-527bc26aa93d,chr3,6556202,6557935	-	-	4947	N-R	67	1369	2	A	N	-1	88	R	1	1411
00b5e617-bd6c-4ebc-a67a-901c04c6b867,chr3,6556203,6556702	+	-	611	R-F	96	592	1	T	R	1	48	F	1	593
04171e57-99b5-40cf-868d-9c1e5a3187bf,chr3,6556203,6557938	+	-	1483	R-F	116	1441	1	T	R	2	49	F	1	1442
0a63ff9c-0dc7-4b96-8d12-80dda88e89c6,chr3,6556203,6557938	+	-	1384	R-F	118	1338	1	T	R	1	48	F	1	1339
0fb9eb63-652d-4a19-98c5-249654872b68,chr3,6556203,6557938	+	-	1336	R-UF	91	1295	2	T	R	6	46	UF	2	1296
